cod_commune;lib_commune;lib_risque;num_risque
38538;Le Versoud;Risque industriel;21
38538;Le Versoud;Effet thermique;211
38538;Le Versoud;Rupture de barrage;23
38538;Le Versoud;Transport de marchandises dangereuses;24
38539;Vertrieu;Inondation;11
38539;Vertrieu;Par une crue à débordement lent de cours d'eau;112
38539;Vertrieu;Mouvement de terrain;12
38539;Vertrieu;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38539;Vertrieu;Séisme;13
38539;Vertrieu;Rupture de barrage;23
38540;Veurey-Voroize;Inondation;11
38540;Veurey-Voroize;Par une crue à débordement lent de cours d'eau;112
38540;Veurey-Voroize;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38540;Veurey-Voroize;Par ruissellement et coulée de boue;114
38540;Veurey-Voroize;Par remontées de nappes naturelles;116
38540;Veurey-Voroize;Mouvement de terrain;12
38540;Veurey-Voroize;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38540;Veurey-Voroize;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38540;Veurey-Voroize;Eboulement ou chutes de pierres et de blocs;123
38540;Veurey-Voroize;Glissement de terrain;124
38540;Veurey-Voroize;Séisme;13
38540;Veurey-Voroize;Feu de forêt;16
38540;Veurey-Voroize;Risque industriel;21
38540;Veurey-Voroize;Effet thermique;211
38540;Veurey-Voroize;Effet de surpression;212
38540;Veurey-Voroize;Rupture de barrage;23
38540;Veurey-Voroize;Transport de marchandises dangereuses;24
38542;Veyssilieu;Séisme;13
38543;Vézeronce-Curtin;Inondation;11
38543;Vézeronce-Curtin;Par une crue à débordement lent de cours d'eau;112
38543;Vézeronce-Curtin;Séisme;13
38543;Vézeronce-Curtin;Transport de marchandises dangereuses;24
38544;Vienne;Inondation;11
38544;Vienne;Par une crue à débordement lent de cours d'eau;112
38544;Vienne;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38544;Vienne;Par ruissellement et coulée de boue;114
38544;Vienne;Par remontées de nappes naturelles;116
38544;Vienne;Mouvement de terrain;12
38544;Vienne;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38544;Vienne;Eboulement ou chutes de pierres et de blocs;123
38544;Vienne;Glissement de terrain;124
38544;Vienne;Séisme;13
38544;Vienne;Rupture de barrage;23
38544;Vienne;Transport de marchandises dangereuses;24
38545;Vif;Inondation;11
38545;Vif;Par une crue à débordement lent de cours d'eau;112
38545;Vif;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38545;Vif;Par ruissellement et coulée de boue;114
38545;Vif;Par remontées de nappes naturelles;116
38545;Vif;Mouvement de terrain;12
38545;Vif;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38545;Vif;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38545;Vif;Eboulement ou chutes de pierres et de blocs;123
38545;Vif;Glissement de terrain;124
38545;Vif;Séisme;13
38545;Vif;Feu de forêt;16
38545;Vif;Risque industriel;21
38545;Vif;Effet thermique;211
38545;Vif;Rupture de barrage;23
38545;Vif;Transport de marchandises dangereuses;24
38546;Vignieu;Inondation;11
38546;Vignieu;Par une crue à débordement lent de cours d'eau;112
38546;Vignieu;Séisme;13
38547;Villard-Bonnot;Inondation;11
38547;Villard-Bonnot;Par une crue à débordement lent de cours d'eau;112
38547;Villard-Bonnot;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38547;Villard-Bonnot;Par ruissellement et coulée de boue;114
38547;Villard-Bonnot;Mouvement de terrain;12
38547;Villard-Bonnot;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38547;Villard-Bonnot;Eboulement ou chutes de pierres et de blocs;123
38547;Villard-Bonnot;Glissement de terrain;124
38547;Villard-Bonnot;Séisme;13
38547;Villard-Bonnot;Risque industriel;21
38547;Villard-Bonnot;Effet thermique;211
38547;Villard-Bonnot;Rupture de barrage;23
38547;Villard-Bonnot;Transport de marchandises dangereuses;24
38548;Villard-de-Lans;Inondation;11
38548;Villard-de-Lans;Par une crue à débordement lent de cours d'eau;112
38548;Villard-de-Lans;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38548;Villard-de-Lans;Par ruissellement et coulée de boue;114
38548;Villard-de-Lans;Par remontées de nappes naturelles;116
38548;Villard-de-Lans;Mouvement de terrain;12
38548;Villard-de-Lans;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38548;Villard-de-Lans;Eboulement ou chutes de pierres et de blocs;123
38548;Villard-de-Lans;Glissement de terrain;124
38548;Villard-de-Lans;Séisme;13
38548;Villard-de-Lans;Avalanche;14
38548;Villard-de-Lans;Transport de marchandises dangereuses;24
38549;Villard-Notre-Dame;Inondation;11
38549;Villard-Notre-Dame;Par une crue à débordement lent de cours d'eau;112
38549;Villard-Notre-Dame;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38549;Villard-Notre-Dame;Mouvement de terrain;12
38549;Villard-Notre-Dame;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38549;Villard-Notre-Dame;Eboulement ou chutes de pierres et de blocs;123
38549;Villard-Notre-Dame;Glissement de terrain;124
38549;Villard-Notre-Dame;Séisme;13
38549;Villard-Notre-Dame;Avalanche;14
38550;Villard-Reculas;Mouvement de terrain;12
38550;Villard-Reculas;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38550;Villard-Reculas;Eboulement ou chutes de pierres et de blocs;123
38550;Villard-Reculas;Séisme;13
38550;Villard-Reculas;Avalanche;14
38551;Villard-Reymond;Mouvement de terrain;12
38551;Villard-Reymond;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38551;Villard-Reymond;Eboulement ou chutes de pierres et de blocs;123
38551;Villard-Reymond;Glissement de terrain;124
38551;Villard-Reymond;Séisme;13
38551;Villard-Reymond;Avalanche;14
38552;Villard-Saint-Christophe;Inondation;11
38552;Villard-Saint-Christophe;Par une crue à débordement lent de cours d'eau;112
38552;Villard-Saint-Christophe;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38552;Villard-Saint-Christophe;Par ruissellement et coulée de boue;114
38552;Villard-Saint-Christophe;Mouvement de terrain;12
38552;Villard-Saint-Christophe;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38552;Villard-Saint-Christophe;Eboulement ou chutes de pierres et de blocs;123
38552;Villard-Saint-Christophe;Glissement de terrain;124
38552;Villard-Saint-Christophe;Séisme;13
38552;Villard-Saint-Christophe;Avalanche;14
38553;Villefontaine;Inondation;11
38553;Villefontaine;Par une crue à débordement lent de cours d'eau;112
38553;Villefontaine;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38553;Villefontaine;Par remontées de nappes naturelles;116
38553;Villefontaine;Mouvement de terrain;12
38553;Villefontaine;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38553;Villefontaine;Séisme;13
38553;Villefontaine;Risque industriel;21
38553;Villefontaine;Effet thermique;211
38553;Villefontaine;Effet de surpression;212
38553;Villefontaine;Transport de marchandises dangereuses;24
38554;Villemoirieu;Séisme;13
38554;Villemoirieu;Rupture de barrage;23
38554;Villemoirieu;Transport de marchandises dangereuses;24
38555;Villeneuve-de-Marc;Inondation;11
38555;Villeneuve-de-Marc;Par une crue à débordement lent de cours d'eau;112
38555;Villeneuve-de-Marc;Mouvement de terrain;12
38555;Villeneuve-de-Marc;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38555;Villeneuve-de-Marc;Séisme;13
38556;Ville-sous-Anjou;Inondation;11
38556;Ville-sous-Anjou;Par une crue à débordement lent de cours d'eau;112
38556;Ville-sous-Anjou;Séisme;13
38556;Ville-sous-Anjou;Rupture de barrage;23
38556;Ville-sous-Anjou;Transport de marchandises dangereuses;24
38557;Villette-d'Anthon;Inondation;11
38557;Villette-d'Anthon;Par une crue à débordement lent de cours d'eau;112
38557;Villette-d'Anthon;Mouvement de terrain;12
38557;Villette-d'Anthon;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38557;Villette-d'Anthon;Séisme;13
38557;Villette-d'Anthon;Rupture de barrage;23
38557;Villette-d'Anthon;Transport de marchandises dangereuses;24
38558;Villette-de-Vienne;Inondation;11
38558;Villette-de-Vienne;Par une crue à débordement lent de cours d'eau;112
38558;Villette-de-Vienne;Séisme;13
38558;Villette-de-Vienne;Risque industriel;21
38558;Villette-de-Vienne;Effet thermique;211
38558;Villette-de-Vienne;Effet de surpression;212
38558;Villette-de-Vienne;Transport de marchandises dangereuses;24
38559;Vinay;Inondation;11
38559;Vinay;Par une crue à débordement lent de cours d'eau;112
38559;Vinay;Mouvement de terrain;12
38559;Vinay;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38559;Vinay;Séisme;13
38559;Vinay;Rupture de barrage;23
38560;Val-de-Virieu;Inondation;11
38560;Val-de-Virieu;Par une crue à débordement lent de cours d'eau;112
38560;Val-de-Virieu;Séisme;13
38561;Viriville;Inondation;11
38561;Viriville;Par une crue à débordement lent de cours d'eau;112
38561;Viriville;Mouvement de terrain;12
38561;Viriville;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38561;Viriville;Séisme;13
38561;Viriville;Transport de marchandises dangereuses;24
38562;Vizille;Inondation;11
38562;Vizille;Par une crue à débordement lent de cours d'eau;112
38562;Vizille;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38562;Vizille;Par ruissellement et coulée de boue;114
38562;Vizille;Par remontées de nappes naturelles;116
38562;Vizille;Mouvement de terrain;12
38562;Vizille;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38562;Vizille;Eboulement ou chutes de pierres et de blocs;123
38562;Vizille;Glissement de terrain;124
38562;Vizille;Séisme;13
38562;Vizille;Risque industriel;21
38562;Vizille;Effet thermique;211
38562;Vizille;Rupture de barrage;23
38562;Vizille;Transport de marchandises dangereuses;24
38563;Voiron;Inondation;11
38563;Voiron;Par une crue à débordement lent de cours d'eau;112
38563;Voiron;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38563;Voiron;Par ruissellement et coulée de boue;114
38563;Voiron;Mouvement de terrain;12
38563;Voiron;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38563;Voiron;Eboulement ou chutes de pierres et de blocs;123
38563;Voiron;Glissement de terrain;124
38563;Voiron;Séisme;13
38563;Voiron;Risque industriel;21
38563;Voiron;Effet thermique;211
38563;Voiron;Transport de marchandises dangereuses;24
38564;Voissant;Inondation;11
38564;Voissant;Par une crue à débordement lent de cours d'eau;112
38564;Voissant;Séisme;13
38565;Voreppe;Inondation;11
38565;Voreppe;Par une crue à débordement lent de cours d'eau;112
38565;Voreppe;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38565;Voreppe;Par ruissellement et coulée de boue;114
38565;Voreppe;Par remontées de nappes naturelles;116
38565;Voreppe;Mouvement de terrain;12
38565;Voreppe;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38565;Voreppe;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38565;Voreppe;Eboulement ou chutes de pierres et de blocs;123
38565;Voreppe;Glissement de terrain;124
38565;Voreppe;Séisme;13
38565;Voreppe;Avalanche;14
38565;Voreppe;Feu de forêt;16
38565;Voreppe;Risque industriel;21
38565;Voreppe;Effet thermique;211
38565;Voreppe;Effet de surpression;212
38565;Voreppe;Effet toxique;213
38565;Voreppe;Rupture de barrage;23
38565;Voreppe;Transport de marchandises dangereuses;24
38566;Vourey;Inondation;11
38566;Vourey;Par une crue à débordement lent de cours d'eau;112
38566;Vourey;Par ruissellement et coulée de boue;114
38566;Vourey;Séisme;13
38566;Vourey;Rupture de barrage;23
38566;Vourey;Transport de marchandises dangereuses;24
38567;Chamrousse;Inondation;11
38567;Chamrousse;Par une crue à débordement lent de cours d'eau;112
38567;Chamrousse;Par une crue torrentielle ou à montée rapide de cours d'eau;113
38567;Chamrousse;Par lave torrentielle (torrent et talweg);115
38567;Chamrousse;Par remontées de nappes naturelles;116
38567;Chamrousse;Mouvement de terrain;12
38567;Chamrousse;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
38567;Chamrousse;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
38567;Chamrousse;Eboulement ou chutes de pierres et de blocs;123
38567;Chamrousse;Séisme;13
38567;Chamrousse;Avalanche;14
39001;Abergement-la-Ronce;Séisme;13
39001;Abergement-la-Ronce;Risque industriel;21
39001;Abergement-la-Ronce;Effet thermique;211
39001;Abergement-la-Ronce;Effet de surpression;212
39001;Abergement-la-Ronce;Effet toxique;213
39001;Abergement-la-Ronce;Transport de marchandises dangereuses;24
39002;Abergement-le-Grand;Séisme;13
39003;Abergement-le-Petit;Séisme;13
39004;Abergement-lès-Thésy;Séisme;13
39006;Aiglepierre;Séisme;13
39006;Aiglepierre;Transport de marchandises dangereuses;24
39007;Alièze;Séisme;13
39007;Alièze;Transport de marchandises dangereuses;24
39008;Amange;Séisme;13
39008;Amange;Transport de marchandises dangereuses;24
39009;Andelot-en-Montagne;Séisme;13
39010;Andelot-Morval;Séisme;13
39011;Annoire;Inondation;11
39011;Annoire;Par une crue à débordement lent de cours d'eau;112
39011;Annoire;Séisme;13
39011;Annoire;Transport de marchandises dangereuses;24
39013;Arbois;Mouvement de terrain;12
39013;Arbois;Glissement de terrain;124
39013;Arbois;Séisme;13
39013;Arbois;Transport de marchandises dangereuses;24
39014;Archelange;Séisme;13
39014;Archelange;Transport de marchandises dangereuses;24
39015;Ardon;Séisme;13
39015;Ardon;Transport de marchandises dangereuses;24
39016;Arinthod;Séisme;13
39017;Arlay;Inondation;11
39017;Arlay;Par une crue à débordement lent de cours d'eau;112
39017;Arlay;Par une crue torrentielle ou à montée rapide de cours d'eau;113
39017;Arlay;Séisme;13
39017;Arlay;Transport de marchandises dangereuses;24
39018;Aromas;Séisme;13
39018;Aromas;Transport de marchandises dangereuses;24
39019;Les Arsures;Séisme;13
39020;Arsure-Arsurette;Séisme;13
39021;La Chailleuse;Séisme;13
39022;Asnans-Beauvoisin;Inondation;11
39022;Asnans-Beauvoisin;Par une crue à débordement lent de cours d'eau;112
39022;Asnans-Beauvoisin;Séisme;13
39022;Asnans-Beauvoisin;Transport de marchandises dangereuses;24
39024;Audelange;Inondation;11
39024;Audelange;Par une crue à débordement lent de cours d'eau;112
39024;Audelange;Séisme;13
39024;Audelange;Transport de marchandises dangereuses;24
39025;Augea;Séisme;13
39026;Augerans;Inondation;11
39026;Augerans;Par une crue à débordement lent de cours d'eau;112
39026;Augerans;Séisme;13
39027;Augisey;Séisme;13
39028;Aumont;Séisme;13
39028;Aumont;Transport de marchandises dangereuses;24
39029;Aumur;Séisme;13
39030;Authume;Séisme;13
39030;Authume;Transport de marchandises dangereuses;24
39031;Auxange;Séisme;13
39031;Auxange;Transport de marchandises dangereuses;24
39032;Avignon-lès-Saint-Claude;Séisme;13
39032;Avignon-lès-Saint-Claude;Transport de marchandises dangereuses;24
39034;Balaiseaux;Séisme;13
39035;Balanod;Mouvement de terrain;12
39035;Balanod;Glissement de terrain;124
39035;Balanod;Séisme;13
39035;Balanod;Transport de marchandises dangereuses;24
39037;Bans;Inondation;11
