cod_commune;lib_commune;lib_risque;num_risque
63340;Saint-Étienne-sur-Usson;Echauffement des terrains de dépôts;34
63341;Saint-Ferréol-des-Côtes;Inondation;11
63341;Saint-Ferréol-des-Côtes;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63341;Saint-Ferréol-des-Côtes;Par ruissellement et coulée de boue;114
63341;Saint-Ferréol-des-Côtes;Mouvement de terrain;12
63341;Saint-Ferréol-des-Côtes;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63341;Saint-Ferréol-des-Côtes;Séisme;13
63341;Saint-Ferréol-des-Côtes;Feu de forêt;16
63341;Saint-Ferréol-des-Côtes;Phénomène lié à l'atmosphère;17
63341;Saint-Ferréol-des-Côtes;Tempête et grains (vent);172
63341;Saint-Ferréol-des-Côtes;Radon;18
63341;Saint-Ferréol-des-Côtes;Risque industriel;21
63341;Saint-Ferréol-des-Côtes;Effet de surpression;212
63341;Saint-Ferréol-des-Côtes;Transport de marchandises dangereuses;24
63341;Saint-Ferréol-des-Côtes;Echauffement des terrains de dépôts;34
63342;Saint-Floret;Inondation;11
63342;Saint-Floret;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63342;Saint-Floret;Par ruissellement et coulée de boue;114
63342;Saint-Floret;Mouvement de terrain;12
63342;Saint-Floret;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63342;Saint-Floret;Eboulement ou chutes de pierres et de blocs;123
63342;Saint-Floret;Séisme;13
63342;Saint-Floret;Feu de forêt;16
63342;Saint-Floret;Phénomène lié à l'atmosphère;17
63342;Saint-Floret;Tempête et grains (vent);172
63342;Saint-Floret;Radon;18
63342;Saint-Floret;Risque industriel;21
63342;Saint-Floret;Effet de surpression;212
63342;Saint-Floret;Echauffement des terrains de dépôts;34
63343;Saint-Flour-l'Étang;Inondation;11
63343;Saint-Flour-l'Étang;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63343;Saint-Flour-l'Étang;Par ruissellement et coulée de boue;114
63343;Saint-Flour-l'Étang;Mouvement de terrain;12
63343;Saint-Flour-l'Étang;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63343;Saint-Flour-l'Étang;Eboulement ou chutes de pierres et de blocs;123
63343;Saint-Flour-l'Étang;Séisme;13
63343;Saint-Flour-l'Étang;Feu de forêt;16
63343;Saint-Flour-l'Étang;Phénomène lié à l'atmosphère;17
63343;Saint-Flour-l'Étang;Tempête et grains (vent);172
63343;Saint-Flour-l'Étang;Radon;18
63343;Saint-Flour-l'Étang;Risque industriel;21
63343;Saint-Flour-l'Étang;Effet de surpression;212
63343;Saint-Flour-l'Étang;Echauffement des terrains de dépôts;34
63344;Saint-Gal-sur-Sioule;Inondation;11
63344;Saint-Gal-sur-Sioule;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63344;Saint-Gal-sur-Sioule;Par ruissellement et coulée de boue;114
63344;Saint-Gal-sur-Sioule;Mouvement de terrain;12
63344;Saint-Gal-sur-Sioule;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63344;Saint-Gal-sur-Sioule;Séisme;13
63344;Saint-Gal-sur-Sioule;Feu de forêt;16
63344;Saint-Gal-sur-Sioule;Phénomène lié à l'atmosphère;17
63344;Saint-Gal-sur-Sioule;Tempête et grains (vent);172
63344;Saint-Gal-sur-Sioule;Radon;18
63344;Saint-Gal-sur-Sioule;Risque industriel;21
63344;Saint-Gal-sur-Sioule;Effet de surpression;212
63344;Saint-Gal-sur-Sioule;Rupture de barrage;23
63344;Saint-Gal-sur-Sioule;Echauffement des terrains de dépôts;34
63345;Saint-Genès-Champanelle;Inondation;11
63345;Saint-Genès-Champanelle;Par ruissellement et coulée de boue;114
63345;Saint-Genès-Champanelle;Mouvement de terrain;12
63345;Saint-Genès-Champanelle;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63345;Saint-Genès-Champanelle;Séisme;13
63345;Saint-Genès-Champanelle;Feu de forêt;16
63345;Saint-Genès-Champanelle;Phénomène lié à l'atmosphère;17
63345;Saint-Genès-Champanelle;Tempête et grains (vent);172
63345;Saint-Genès-Champanelle;Radon;18
63345;Saint-Genès-Champanelle;Risque industriel;21
63345;Saint-Genès-Champanelle;Effet de surpression;212
63345;Saint-Genès-Champanelle;Echauffement des terrains de dépôts;34
63346;Saint-Genès-Champespe;Inondation;11
63346;Saint-Genès-Champespe;Par ruissellement et coulée de boue;114
63346;Saint-Genès-Champespe;Mouvement de terrain;12
63346;Saint-Genès-Champespe;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63346;Saint-Genès-Champespe;Séisme;13
63346;Saint-Genès-Champespe;Feu de forêt;16
63346;Saint-Genès-Champespe;Phénomène lié à l'atmosphère;17
63346;Saint-Genès-Champespe;Tempête et grains (vent);172
63346;Saint-Genès-Champespe;Radon;18
63346;Saint-Genès-Champespe;Risque industriel;21
63346;Saint-Genès-Champespe;Effet de surpression;212
63346;Saint-Genès-Champespe;Echauffement des terrains de dépôts;34
63347;Saint-Genès-du-Retz;Inondation;11
63347;Saint-Genès-du-Retz;Par ruissellement et coulée de boue;114
63347;Saint-Genès-du-Retz;Mouvement de terrain;12
63347;Saint-Genès-du-Retz;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63347;Saint-Genès-du-Retz;Séisme;13
63347;Saint-Genès-du-Retz;Phénomène lié à l'atmosphère;17
63347;Saint-Genès-du-Retz;Tempête et grains (vent);172
63347;Saint-Genès-du-Retz;Radon;18
63347;Saint-Genès-du-Retz;Risque industriel;21
63347;Saint-Genès-du-Retz;Effet de surpression;212
63347;Saint-Genès-du-Retz;Transport de marchandises dangereuses;24
63347;Saint-Genès-du-Retz;Echauffement des terrains de dépôts;34
63348;Saint-Genès-la-Tourette;Inondation;11
63348;Saint-Genès-la-Tourette;Par ruissellement et coulée de boue;114
63348;Saint-Genès-la-Tourette;Mouvement de terrain;12
63348;Saint-Genès-la-Tourette;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63348;Saint-Genès-la-Tourette;Séisme;13
63348;Saint-Genès-la-Tourette;Feu de forêt;16
63348;Saint-Genès-la-Tourette;Phénomène lié à l'atmosphère;17
63348;Saint-Genès-la-Tourette;Tempête et grains (vent);172
63348;Saint-Genès-la-Tourette;Radon;18
63348;Saint-Genès-la-Tourette;Risque industriel;21
63348;Saint-Genès-la-Tourette;Effet de surpression;212
63348;Saint-Genès-la-Tourette;Echauffement des terrains de dépôts;34
63349;Saint-Georges-de-Mons;Inondation;11
63349;Saint-Georges-de-Mons;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63349;Saint-Georges-de-Mons;Par ruissellement et coulée de boue;114
63349;Saint-Georges-de-Mons;Mouvement de terrain;12
63349;Saint-Georges-de-Mons;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63349;Saint-Georges-de-Mons;Séisme;13
63349;Saint-Georges-de-Mons;Feu de forêt;16
63349;Saint-Georges-de-Mons;Phénomène lié à l'atmosphère;17
63349;Saint-Georges-de-Mons;Tempête et grains (vent);172
63349;Saint-Georges-de-Mons;Radon;18
63349;Saint-Georges-de-Mons;Risque industriel;21
63349;Saint-Georges-de-Mons;Effet de surpression;212
63349;Saint-Georges-de-Mons;Rupture de barrage;23
63349;Saint-Georges-de-Mons;Transport de marchandises dangereuses;24
63349;Saint-Georges-de-Mons;Echauffement des terrains de dépôts;34
63350;Saint-Georges-sur-Allier;Inondation;11
63350;Saint-Georges-sur-Allier;Par ruissellement et coulée de boue;114
63350;Saint-Georges-sur-Allier;Mouvement de terrain;12
63350;Saint-Georges-sur-Allier;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63350;Saint-Georges-sur-Allier;Glissement de terrain;124
63350;Saint-Georges-sur-Allier;Tassements différentiels;127
63350;Saint-Georges-sur-Allier;Séisme;13
63350;Saint-Georges-sur-Allier;Phénomène lié à l'atmosphère;17
63350;Saint-Georges-sur-Allier;Tempête et grains (vent);172
63350;Saint-Georges-sur-Allier;Radon;18
63350;Saint-Georges-sur-Allier;Risque industriel;21
63350;Saint-Georges-sur-Allier;Effet de surpression;212
63350;Saint-Georges-sur-Allier;Echauffement des terrains de dépôts;34
63351;Saint-Germain-près-Herment;Inondation;11
63351;Saint-Germain-près-Herment;Par ruissellement et coulée de boue;114
63351;Saint-Germain-près-Herment;Mouvement de terrain;12
63351;Saint-Germain-près-Herment;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
63351;Saint-Germain-près-Herment;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63351;Saint-Germain-près-Herment;Séisme;13
63351;Saint-Germain-près-Herment;Feu de forêt;16
63351;Saint-Germain-près-Herment;Phénomène lié à l'atmosphère;17
63351;Saint-Germain-près-Herment;Tempête et grains (vent);172
63351;Saint-Germain-près-Herment;Radon;18
63351;Saint-Germain-près-Herment;Risque industriel;21
63351;Saint-Germain-près-Herment;Effet de surpression;212
63351;Saint-Germain-près-Herment;Echauffement des terrains de dépôts;34
63352;Saint-Germain-Lembron;Inondation;11
63352;Saint-Germain-Lembron;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63352;Saint-Germain-Lembron;Par ruissellement et coulée de boue;114
63352;Saint-Germain-Lembron;Mouvement de terrain;12
63352;Saint-Germain-Lembron;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63352;Saint-Germain-Lembron;Tassements différentiels;127
63352;Saint-Germain-Lembron;Séisme;13
63352;Saint-Germain-Lembron;Phénomène lié à l'atmosphère;17
63352;Saint-Germain-Lembron;Tempête et grains (vent);172
63352;Saint-Germain-Lembron;Radon;18
63352;Saint-Germain-Lembron;Risque industriel;21
63352;Saint-Germain-Lembron;Effet de surpression;212
63352;Saint-Germain-Lembron;Transport de marchandises dangereuses;24
63352;Saint-Germain-Lembron;Echauffement des terrains de dépôts;34
63353;Saint-Germain-l'Herm;Inondation;11
63353;Saint-Germain-l'Herm;Par ruissellement et coulée de boue;114
63353;Saint-Germain-l'Herm;Mouvement de terrain;12
63353;Saint-Germain-l'Herm;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63353;Saint-Germain-l'Herm;Séisme;13
63353;Saint-Germain-l'Herm;Feu de forêt;16
63353;Saint-Germain-l'Herm;Phénomène lié à l'atmosphère;17
63353;Saint-Germain-l'Herm;Tempête et grains (vent);172
63353;Saint-Germain-l'Herm;Radon;18
63353;Saint-Germain-l'Herm;Risque industriel;21
63353;Saint-Germain-l'Herm;Effet de surpression;212
63353;Saint-Germain-l'Herm;Echauffement des terrains de dépôts;34
63354;Saint-Gervais-d'Auvergne;Inondation;11
63354;Saint-Gervais-d'Auvergne;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63354;Saint-Gervais-d'Auvergne;Par ruissellement et coulée de boue;114
63354;Saint-Gervais-d'Auvergne;Mouvement de terrain;12
63354;Saint-Gervais-d'Auvergne;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63354;Saint-Gervais-d'Auvergne;Séisme;13
63354;Saint-Gervais-d'Auvergne;Feu de forêt;16
63354;Saint-Gervais-d'Auvergne;Phénomène lié à l'atmosphère;17
63354;Saint-Gervais-d'Auvergne;Tempête et grains (vent);172
63354;Saint-Gervais-d'Auvergne;Radon;18
63354;Saint-Gervais-d'Auvergne;Risque industriel;21
63354;Saint-Gervais-d'Auvergne;Effet de surpression;212
63354;Saint-Gervais-d'Auvergne;Rupture de barrage;23
63354;Saint-Gervais-d'Auvergne;Echauffement des terrains de dépôts;34
63355;Saint-Gervais-sous-Meymont;Inondation;11
63355;Saint-Gervais-sous-Meymont;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63355;Saint-Gervais-sous-Meymont;Par ruissellement et coulée de boue;114
63355;Saint-Gervais-sous-Meymont;Mouvement de terrain;12
63355;Saint-Gervais-sous-Meymont;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63355;Saint-Gervais-sous-Meymont;Séisme;13
63355;Saint-Gervais-sous-Meymont;Feu de forêt;16
63355;Saint-Gervais-sous-Meymont;Phénomène lié à l'atmosphère;17
63355;Saint-Gervais-sous-Meymont;Tempête et grains (vent);172
63355;Saint-Gervais-sous-Meymont;Radon;18
63355;Saint-Gervais-sous-Meymont;Risque industriel;21
63355;Saint-Gervais-sous-Meymont;Effet de surpression;212
63355;Saint-Gervais-sous-Meymont;Transport de marchandises dangereuses;24
63355;Saint-Gervais-sous-Meymont;Echauffement des terrains de dépôts;34
63356;Saint-Gervazy;Inondation;11
63356;Saint-Gervazy;Par ruissellement et coulée de boue;114
63356;Saint-Gervazy;Mouvement de terrain;12
63356;Saint-Gervazy;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63356;Saint-Gervazy;Glissement de terrain;124
63356;Saint-Gervazy;Séisme;13
63356;Saint-Gervazy;Feu de forêt;16
63356;Saint-Gervazy;Phénomène lié à l'atmosphère;17
63356;Saint-Gervazy;Tempête et grains (vent);172
63356;Saint-Gervazy;Radon;18
63356;Saint-Gervazy;Risque industriel;21
63356;Saint-Gervazy;Effet de surpression;212
63356;Saint-Gervazy;Echauffement des terrains de dépôts;34
63357;Saint-Hérent;Inondation;11
63357;Saint-Hérent;Par ruissellement et coulée de boue;114
63357;Saint-Hérent;Mouvement de terrain;12
63357;Saint-Hérent;Affaissements et effondrements d'origine anthropique (anciennes carrières souterraines, hors mines);121
63357;Saint-Hérent;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63357;Saint-Hérent;Glissement de terrain;124
63357;Saint-Hérent;Séisme;13
63357;Saint-Hérent;Feu de forêt;16
63357;Saint-Hérent;Phénomène lié à l'atmosphère;17
63357;Saint-Hérent;Tempête et grains (vent);172
63357;Saint-Hérent;Radon;18
63357;Saint-Hérent;Risque industriel;21
63357;Saint-Hérent;Effet de surpression;212
63357;Saint-Hérent;Echauffement des terrains de dépôts;34
63358;Saint-Hilaire-la-Croix;Inondation;11
63358;Saint-Hilaire-la-Croix;Par ruissellement et coulée de boue;114
63358;Saint-Hilaire-la-Croix;Mouvement de terrain;12
63358;Saint-Hilaire-la-Croix;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63358;Saint-Hilaire-la-Croix;Séisme;13
63358;Saint-Hilaire-la-Croix;Feu de forêt;16
63358;Saint-Hilaire-la-Croix;Phénomène lié à l'atmosphère;17
63358;Saint-Hilaire-la-Croix;Tempête et grains (vent);172
63358;Saint-Hilaire-la-Croix;Radon;18
63358;Saint-Hilaire-la-Croix;Risque industriel;21
63358;Saint-Hilaire-la-Croix;Effet de surpression;212
63358;Saint-Hilaire-la-Croix;Echauffement des terrains de dépôts;34
63359;Saint-Hilaire-les-Monges;Inondation;11
63359;Saint-Hilaire-les-Monges;Par ruissellement et coulée de boue;114
63359;Saint-Hilaire-les-Monges;Mouvement de terrain;12
63359;Saint-Hilaire-les-Monges;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63359;Saint-Hilaire-les-Monges;Séisme;13
63359;Saint-Hilaire-les-Monges;Feu de forêt;16
63359;Saint-Hilaire-les-Monges;Phénomène lié à l'atmosphère;17
63359;Saint-Hilaire-les-Monges;Tempête et grains (vent);172
63359;Saint-Hilaire-les-Monges;Radon;18
63359;Saint-Hilaire-les-Monges;Risque industriel;21
63359;Saint-Hilaire-les-Monges;Effet de surpression;212
63359;Saint-Hilaire-les-Monges;Echauffement des terrains de dépôts;34
63360;Saint-Hilaire;Inondation;11
63360;Saint-Hilaire;Par ruissellement et coulée de boue;114
63360;Saint-Hilaire;Mouvement de terrain;12
63360;Saint-Hilaire;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63360;Saint-Hilaire;Séisme;13
63360;Saint-Hilaire;Phénomène lié à l'atmosphère;17
63360;Saint-Hilaire;Tempête et grains (vent);172
63360;Saint-Hilaire;Radon;18
63360;Saint-Hilaire;Risque industriel;21
63360;Saint-Hilaire;Effet de surpression;212
63360;Saint-Hilaire;Echauffement des terrains de dépôts;34
63362;Saint-Ignat;Inondation;11
63362;Saint-Ignat;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63362;Saint-Ignat;Par ruissellement et coulée de boue;114
63362;Saint-Ignat;Mouvement de terrain;12
63362;Saint-Ignat;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63362;Saint-Ignat;Séisme;13
63362;Saint-Ignat;Phénomène lié à l'atmosphère;17
63362;Saint-Ignat;Tempête et grains (vent);172
63362;Saint-Ignat;Radon;18
63362;Saint-Ignat;Risque industriel;21
63362;Saint-Ignat;Effet de surpression;212
63362;Saint-Ignat;Transport de marchandises dangereuses;24
63362;Saint-Ignat;Echauffement des terrains de dépôts;34
63363;Saint-Jacques-d'Ambur;Inondation;11
63363;Saint-Jacques-d'Ambur;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63363;Saint-Jacques-d'Ambur;Par ruissellement et coulée de boue;114
63363;Saint-Jacques-d'Ambur;Mouvement de terrain;12
63363;Saint-Jacques-d'Ambur;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63363;Saint-Jacques-d'Ambur;Séisme;13
63363;Saint-Jacques-d'Ambur;Feu de forêt;16
63363;Saint-Jacques-d'Ambur;Phénomène lié à l'atmosphère;17
63363;Saint-Jacques-d'Ambur;Tempête et grains (vent);172
63363;Saint-Jacques-d'Ambur;Radon;18
63363;Saint-Jacques-d'Ambur;Risque industriel;21
63363;Saint-Jacques-d'Ambur;Effet de surpression;212
63363;Saint-Jacques-d'Ambur;Echauffement des terrains de dépôts;34
63364;Saint-Jean-d'Heurs;Inondation;11
63364;Saint-Jean-d'Heurs;Par ruissellement et coulée de boue;114
63364;Saint-Jean-d'Heurs;Mouvement de terrain;12
63364;Saint-Jean-d'Heurs;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63364;Saint-Jean-d'Heurs;Glissement de terrain;124
63364;Saint-Jean-d'Heurs;Séisme;13
63364;Saint-Jean-d'Heurs;Feu de forêt;16
63364;Saint-Jean-d'Heurs;Phénomène lié à l'atmosphère;17
63364;Saint-Jean-d'Heurs;Tempête et grains (vent);172
63364;Saint-Jean-d'Heurs;Radon;18
63364;Saint-Jean-d'Heurs;Risque industriel;21
63364;Saint-Jean-d'Heurs;Effet de surpression;212
63364;Saint-Jean-d'Heurs;Transport de marchandises dangereuses;24
63364;Saint-Jean-d'Heurs;Echauffement des terrains de dépôts;34
63365;Saint-Jean-des-Ollières;Inondation;11
63365;Saint-Jean-des-Ollières;Par ruissellement et coulée de boue;114
63365;Saint-Jean-des-Ollières;Mouvement de terrain;12
63365;Saint-Jean-des-Ollières;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63365;Saint-Jean-des-Ollières;Séisme;13
63365;Saint-Jean-des-Ollières;Feu de forêt;16
63365;Saint-Jean-des-Ollières;Phénomène lié à l'atmosphère;17
63365;Saint-Jean-des-Ollières;Tempête et grains (vent);172
63365;Saint-Jean-des-Ollières;Radon;18
63365;Saint-Jean-des-Ollières;Risque industriel;21
63365;Saint-Jean-des-Ollières;Effet de surpression;212
63365;Saint-Jean-des-Ollières;Echauffement des terrains de dépôts;34
63366;Saint-Jean-en-Val;Inondation;11
63366;Saint-Jean-en-Val;Par ruissellement et coulée de boue;114
63366;Saint-Jean-en-Val;Mouvement de terrain;12
63366;Saint-Jean-en-Val;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63366;Saint-Jean-en-Val;Glissement de terrain;124
63366;Saint-Jean-en-Val;Séisme;13
63366;Saint-Jean-en-Val;Feu de forêt;16
63366;Saint-Jean-en-Val;Phénomène lié à l'atmosphère;17
63366;Saint-Jean-en-Val;Tempête et grains (vent);172
63366;Saint-Jean-en-Val;Radon;18
63366;Saint-Jean-en-Val;Risque industriel;21
63366;Saint-Jean-en-Val;Effet de surpression;212
63366;Saint-Jean-en-Val;Echauffement des terrains de dépôts;34
63367;Saint-Jean-Saint-Gervais;Inondation;11
63367;Saint-Jean-Saint-Gervais;Par ruissellement et coulée de boue;114
63367;Saint-Jean-Saint-Gervais;Mouvement de terrain;12
63367;Saint-Jean-Saint-Gervais;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63367;Saint-Jean-Saint-Gervais;Eboulement ou chutes de pierres et de blocs;123
63367;Saint-Jean-Saint-Gervais;Glissement de terrain;124
63367;Saint-Jean-Saint-Gervais;Séisme;13
63367;Saint-Jean-Saint-Gervais;Feu de forêt;16
63367;Saint-Jean-Saint-Gervais;Phénomène lié à l'atmosphère;17
63367;Saint-Jean-Saint-Gervais;Tempête et grains (vent);172
63367;Saint-Jean-Saint-Gervais;Radon;18
63367;Saint-Jean-Saint-Gervais;Risque industriel;21
63367;Saint-Jean-Saint-Gervais;Effet de surpression;212
63367;Saint-Jean-Saint-Gervais;Echauffement des terrains de dépôts;34
63368;Saint-Julien-de-Coppel;Inondation;11
63368;Saint-Julien-de-Coppel;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63368;Saint-Julien-de-Coppel;Par ruissellement et coulée de boue;114
63368;Saint-Julien-de-Coppel;Mouvement de terrain;12
63368;Saint-Julien-de-Coppel;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63368;Saint-Julien-de-Coppel;Glissement de terrain;124
63368;Saint-Julien-de-Coppel;Tassements différentiels;127
63368;Saint-Julien-de-Coppel;Séisme;13
63368;Saint-Julien-de-Coppel;Feu de forêt;16
63368;Saint-Julien-de-Coppel;Phénomène lié à l'atmosphère;17
63368;Saint-Julien-de-Coppel;Tempête et grains (vent);172
63368;Saint-Julien-de-Coppel;Radon;18
63368;Saint-Julien-de-Coppel;Risque industriel;21
63368;Saint-Julien-de-Coppel;Effet de surpression;212
63368;Saint-Julien-de-Coppel;Echauffement des terrains de dépôts;34
63369;Saint-Julien-la-Geneste;Inondation;11
63369;Saint-Julien-la-Geneste;Par ruissellement et coulée de boue;114
63369;Saint-Julien-la-Geneste;Mouvement de terrain;12
63369;Saint-Julien-la-Geneste;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63369;Saint-Julien-la-Geneste;Séisme;13
63369;Saint-Julien-la-Geneste;Feu de forêt;16
63369;Saint-Julien-la-Geneste;Phénomène lié à l'atmosphère;17
63369;Saint-Julien-la-Geneste;Tempête et grains (vent);172
63369;Saint-Julien-la-Geneste;Radon;18
63369;Saint-Julien-la-Geneste;Risque industriel;21
63369;Saint-Julien-la-Geneste;Effet de surpression;212
63369;Saint-Julien-la-Geneste;Echauffement des terrains de dépôts;34
63370;Saint-Julien-Puy-Lavèze;Inondation;11
63370;Saint-Julien-Puy-Lavèze;Par ruissellement et coulée de boue;114
63370;Saint-Julien-Puy-Lavèze;Mouvement de terrain;12
63370;Saint-Julien-Puy-Lavèze;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63370;Saint-Julien-Puy-Lavèze;Séisme;13
63370;Saint-Julien-Puy-Lavèze;Feu de forêt;16
63370;Saint-Julien-Puy-Lavèze;Phénomène lié à l'atmosphère;17
63370;Saint-Julien-Puy-Lavèze;Tempête et grains (vent);172
63370;Saint-Julien-Puy-Lavèze;Radon;18
63370;Saint-Julien-Puy-Lavèze;Risque industriel;21
63370;Saint-Julien-Puy-Lavèze;Effet de surpression;212
63370;Saint-Julien-Puy-Lavèze;Transport de marchandises dangereuses;24
63370;Saint-Julien-Puy-Lavèze;Echauffement des terrains de dépôts;34
63371;Saint-Just;Inondation;11
63371;Saint-Just;Par ruissellement et coulée de boue;114
63371;Saint-Just;Mouvement de terrain;12
63371;Saint-Just;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63371;Saint-Just;Glissement de terrain;124
63371;Saint-Just;Séisme;13
63371;Saint-Just;Feu de forêt;16
63371;Saint-Just;Phénomène lié à l'atmosphère;17
63371;Saint-Just;Tempête et grains (vent);172
63371;Saint-Just;Radon;18
63371;Saint-Just;Risque industriel;21
63371;Saint-Just;Effet de surpression;212
63371;Saint-Just;Echauffement des terrains de dépôts;34
63372;Saint-Laure;Inondation;11
63372;Saint-Laure;Par une crue torrentielle ou à montée rapide de cours d'eau;113
63372;Saint-Laure;Par ruissellement et coulée de boue;114
63372;Saint-Laure;Mouvement de terrain;12
63372;Saint-Laure;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63372;Saint-Laure;Tassements différentiels;127
63372;Saint-Laure;Séisme;13
63372;Saint-Laure;Phénomène lié à l'atmosphère;17
63372;Saint-Laure;Tempête et grains (vent);172
63372;Saint-Laure;Radon;18
63372;Saint-Laure;Risque industriel;21
63372;Saint-Laure;Effet de surpression;212
63372;Saint-Laure;Echauffement des terrains de dépôts;34
63373;Saint-Maigner;Inondation;11
63373;Saint-Maigner;Par ruissellement et coulée de boue;114
63373;Saint-Maigner;Mouvement de terrain;12
63373;Saint-Maigner;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63373;Saint-Maigner;Séisme;13
63373;Saint-Maigner;Phénomène lié à l'atmosphère;17
63373;Saint-Maigner;Tempête et grains (vent);172
63373;Saint-Maigner;Radon;18
63373;Saint-Maigner;Risque industriel;21
63373;Saint-Maigner;Effet de surpression;212
63373;Saint-Maigner;Echauffement des terrains de dépôts;34
63374;Saint-Martin-des-Olmes;Inondation;11
63374;Saint-Martin-des-Olmes;Par ruissellement et coulée de boue;114
63374;Saint-Martin-des-Olmes;Mouvement de terrain;12
63374;Saint-Martin-des-Olmes;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63374;Saint-Martin-des-Olmes;Séisme;13
63374;Saint-Martin-des-Olmes;Feu de forêt;16
63374;Saint-Martin-des-Olmes;Phénomène lié à l'atmosphère;17
63374;Saint-Martin-des-Olmes;Tempête et grains (vent);172
63374;Saint-Martin-des-Olmes;Radon;18
63374;Saint-Martin-des-Olmes;Risque industriel;21
63374;Saint-Martin-des-Olmes;Effet de surpression;212
63374;Saint-Martin-des-Olmes;Echauffement des terrains de dépôts;34
63375;Saint-Martin-des-Plains;Inondation;11
63375;Saint-Martin-des-Plains;Par ruissellement et coulée de boue;114
63375;Saint-Martin-des-Plains;Mouvement de terrain;12
63375;Saint-Martin-des-Plains;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63375;Saint-Martin-des-Plains;Séisme;13
63375;Saint-Martin-des-Plains;Phénomène lié à l'atmosphère;17
63375;Saint-Martin-des-Plains;Tempête et grains (vent);172
63375;Saint-Martin-des-Plains;Radon;18
63375;Saint-Martin-des-Plains;Risque industriel;21
63375;Saint-Martin-des-Plains;Effet de surpression;212
63375;Saint-Martin-des-Plains;Echauffement des terrains de dépôts;34
63376;Saint-Martin-d'Ollières;Inondation;11
63376;Saint-Martin-d'Ollières;Par ruissellement et coulée de boue;114
63376;Saint-Martin-d'Ollières;Mouvement de terrain;12
63376;Saint-Martin-d'Ollières;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63376;Saint-Martin-d'Ollières;Séisme;13
63376;Saint-Martin-d'Ollières;Feu de forêt;16
63376;Saint-Martin-d'Ollières;Phénomène lié à l'atmosphère;17
63376;Saint-Martin-d'Ollières;Tempête et grains (vent);172
63376;Saint-Martin-d'Ollières;Radon;18
63376;Saint-Martin-d'Ollières;Risque industriel;21
63376;Saint-Martin-d'Ollières;Effet de surpression;212
63376;Saint-Martin-d'Ollières;Echauffement des terrains de dépôts;34
63377;Saint-Maurice-près-Pionsat;Inondation;11
63377;Saint-Maurice-près-Pionsat;Par ruissellement et coulée de boue;114
63377;Saint-Maurice-près-Pionsat;Mouvement de terrain;12
63377;Saint-Maurice-près-Pionsat;Affaissements et effondrements d'origine naturelle (cavités souterraines);122
63377;Saint-Maurice-près-Pionsat;Séisme;13
63377;Saint-Maurice-près-Pionsat;Feu de forêt;16
63377;Saint-Maurice-près-Pionsat;Phénomène lié à l'atmosphère;17
63377;Saint-Maurice-près-Pionsat;Tempête et grains (vent);172
