gaspar_event_uid,cod_nat_catnat,gaspar_event_start_date,gaspar_event_end_date,gaspar_total_communes,gaspar_total_departments
IOME2327460A__20230803__20230803,IOME2327460A,2023-08-03,2023-08-03,1,1
IOME2327460A__20230803__20230804,IOME2327460A,2023-08-03,2023-08-04,1,1
IOME2327460A__20230824__20230824,IOME2327460A,2023-08-24,2023-08-24,2,2
IOME2327460A__20230825__20230825,IOME2327460A,2023-08-25,2023-08-25,2,1
IOME2327460A__20230901__20230901,IOME2327460A,2023-09-01,2023-09-01,1,1
IOME2327460A__20230918__20230918,IOME2327460A,2023-09-18,2023-09-18,2,1
IOME2328840A__20230523__20230524,IOME2328840A,2023-05-23,2023-05-24,2,1
IOME2328840A__20230604__20230604,IOME2328840A,2023-06-04,2023-06-04,1,1
IOME2328840A__20230613__20230613,IOME2328840A,2023-06-13,2023-06-13,1,1
IOME2328840A__20230615__20230615,IOME2328840A,2023-06-15,2023-06-15,1,1
IOME2328840A__20230619__20230619,IOME2328840A,2023-06-19,2023-06-19,1,1
IOME2328840A__20230828__20230829,IOME2328840A,2023-08-28,2023-08-29,1,1
IOME2328840A__20230902__20230902,IOME2328840A,2023-09-02,2023-09-02,1,1
IOME2328840A__20231019__20231020,IOME2328840A,2023-10-19,2023-10-20,10,1
IOME2330890A__20230603__20230604,IOME2330890A,2023-06-03,2023-06-04,1,1
IOME2330890A__20230609__20230609,IOME2330890A,2023-06-09,2023-06-09,1,1
IOME2330890A__20230612__20230612,IOME2330890A,2023-06-12,2023-06-12,1,1
IOME2330890A__20230612__20230613,IOME2330890A,2023-06-12,2023-06-13,1,1
IOME2330890A__20230613__20230613,IOME2330890A,2023-06-13,2023-06-13,1,1
IOME2330890A__20230620__20230620,IOME2330890A,2023-06-20,2023-06-20,1,1
IOME2330890A__20230622__20230622,IOME2330890A,2023-06-22,2023-06-22,2,1
IOME2330890A__20230712__20230712,IOME2330890A,2023-07-12,2023-07-12,1,1
IOME2330890A__20230729__20230729,IOME2330890A,2023-07-29,2023-07-29,1,1
IOME2330890A__20230825__20230825,IOME2330890A,2023-08-25,2023-08-25,1,1
IOME2330890A__20230915__20230917,IOME2330890A,2023-09-15,2023-09-17,1,1
IOME2330890A__20231018__20231020,IOME2330890A,2023-10-18,2023-10-20,3,1
IOME2330890A__20231021__20231022,IOME2330890A,2023-10-21,2023-10-22,11,1
IOME2330890A__20231023__20231023,IOME2330890A,2023-10-23,2023-10-23,7,1
IOME2330890A__20231023__20231024,IOME2330890A,2023-10-23,2023-10-24,1,1
IOME2333648A__20230610__20230610,IOME2333648A,2023-06-10,2023-06-10,1,1
IOME2333648A__20230613__20230613,IOME2333648A,2023-06-13,2023-06-13,1,1
IOME2333648A__20230727__20230727,IOME2333648A,2023-07-27,2023-07-27,1,1
IOME2333648A__20230728__20230728,IOME2333648A,2023-07-28,2023-07-28,1,1
IOME2333648A__20230803__20230803,IOME2333648A,2023-08-03,2023-08-03,1,1
IOME2333648A__20230916__20230916,IOME2333648A,2023-09-16,2023-09-16,1,1
IOME2333648A__20230917__20230917,IOME2333648A,2023-09-17,2023-09-17,4,2
IOME2333648A__20230918__20230918,IOME2333648A,2023-09-18,2023-09-18,2,2
IOME2333648A__20231018__20231020,IOME2333648A,2023-10-18,2023-10-20,28,1
IOME2333648A__20231019__20231020,IOME2333648A,2023-10-19,2023-10-20,1,1
IOME2333648A__20231020__20231020,IOME2333648A,2023-10-20,2023-10-20,6,2
IOME2333648A__20231023__20231023,IOME2333648A,2023-10-23,2023-10-23,6,1
IOME2333648A__20231023__20231024,IOME2333648A,2023-10-23,2023-10-24,1,1
IOME2333648A__20231024__20231024,IOME2333648A,2023-10-24,2023-10-24,1,1
IOME2333648A__20231102__20231105,IOME2333648A,2023-11-02,2023-11-05,28,2
IOME2333648A__20231201__20231203,IOME2333648A,2023-12-01,2023-12-03,37,1
IOME2335302A__20230524__20230525,IOME2335302A,2023-05-24,2023-05-25,1,1
IOME2335302A__20230611__20230611,IOME2335302A,2023-06-11,2023-06-11,1,1
IOME2335302A__20231018__20231020,IOME2335302A,2023-10-18,2023-10-20,1,1
IOME2335302A__20231024__20231024,IOME2335302A,2023-10-24,2023-10-24,1,1
IOME2335302A__20231102__20231105,IOME2335302A,2023-11-02,2023-11-05,8,1
IOME2335302A__20231201__20231203,IOME2335302A,2023-12-01,2023-12-03,10,1
IOME2400969A__20230603__20230603,IOME2400969A,2023-06-03,2023-06-03,1,1
IOME2400969A__20230611__20230612,IOME2400969A,2023-06-11,2023-06-12,1,1
IOME2400969A__20230815__20230815,IOME2400969A,2023-08-15,2023-08-15,1,1
IOME2400969A__20231002__20231003,IOME2400969A,2023-10-02,2023-10-03,4,1
IOME2400969A__20231018__20231020,IOME2400969A,2023-10-18,2023-10-20,1,1
IOME2400969A__20231019__20231020,IOME2400969A,2023-10-19,2023-10-20,15,2
IOME2400969A__20231020__20231020,IOME2400969A,2023-10-20,2023-10-20,1,1
IOME2400969A__20231023__20231024,IOME2400969A,2023-10-23,2023-10-24,1,1
IOME2400969A__20231024__20231024,IOME2400969A,2023-10-24,2023-10-24,1,1
IOME2400969A__20231108__20231108,IOME2400969A,2023-11-08,2023-11-08,1,1
IOME2400969A__20231109__20231110,IOME2400969A,2023-11-09,2023-11-10,1,1
IOME2400969A__20231114__20231114,IOME2400969A,2023-11-14,2023-11-14,1,1
IOME2400969A__20231114__20231115,IOME2400969A,2023-11-14,2023-11-15,16,1
IOME2400969A__20231114__20231124,IOME2400969A,2023-11-14,2023-11-24,1,1
IOME2400969A__20231201__20231203,IOME2400969A,2023-12-01,2023-12-03,3,1
IOME2401804A__20240113__20240115,IOME2401804A,2024-01-13,2024-01-15,24,1
IOME2402725A__20230813__20230813,IOME2402725A,2023-08-13,2023-08-13,1,1
IOME2402725A__20231020__20231020,IOME2402725A,2023-10-20,2023-10-20,2,2
IOME2402725A__20231021__20231022,IOME2402725A,2023-10-21,2023-10-22,1,1
IOME2402725A__20231023__20231023,IOME2402725A,2023-10-23,2023-10-23,1,1
IOME2402725A__20231102__20231105,IOME2402725A,2023-11-02,2023-11-05,1,1
IOME2402725A__20240113__20240115,IOME2402725A,2024-01-13,2024-01-15,5,1
IOME2403657A__20230611__20230611,IOME2403657A,2023-06-11,2023-06-11,1,1
IOME2403657A__20230619__20230621,IOME2403657A,2023-06-19,2023-06-21,2,1
IOME2403657A__20231018__20231020,IOME2403657A,2023-10-18,2023-10-20,1,1
IOME2403657A__20231201__20231203,IOME2403657A,2023-12-01,2023-12-03,3,2
IOME2403657A__20231210__20231212,IOME2403657A,2023-12-10,2023-12-12,1,1
IOME2407754A__20220905__20220906,IOME2407754A,2022-09-05,2022-09-06,1,1
IOME2407754A__20231102__20231103,IOME2407754A,2023-11-02,2023-11-03,1,1
IOME2407754A__20231102__20231105,IOME2407754A,2023-11-02,2023-11-05,1,1
IOME2407754A__20231105__20231106,IOME2407754A,2023-11-05,2023-11-06,1,1
IOME2407754A__20231114__20231114,IOME2407754A,2023-11-14,2023-11-14,2,1
IOME2407754A__20231201__20231203,IOME2407754A,2023-12-01,2023-12-03,1,1
IOME2407754A__20231210__20231216,IOME2407754A,2023-12-10,2023-12-16,1,1
IOME2407754A__20231221__20231221,IOME2407754A,2023-12-21,2023-12-21,1,1
IOME2407754A__20240124__20240126,IOME2407754A,2024-01-24,2024-01-26,3,1
IOME2407754A__20240128__20240129,IOME2407754A,2024-01-28,2024-01-29,10,1
IOME2410378A__20230611__20230611,IOME2410378A,2023-06-11,2023-06-11,2,1
IOME2410378A__20230620__20230621,IOME2410378A,2023-06-20,2023-06-21,1,1
IOME2410378A__20230911__20230912,IOME2410378A,2023-09-11,2023-09-12,1,1
IOME2410378A__20231019__20231020,IOME2410378A,2023-10-19,2023-10-20,1,1
IOME2410378A__20231102__20231124,IOME2410378A,2023-11-02,2023-11-24,1,1
IOME2410378A__20231201__20231201,IOME2410378A,2023-12-01,2023-12-01,1,1
IOME2410378A__20231201__20231203,IOME2410378A,2023-12-01,2023-12-03,3,1
IOME2410378A__20240310__20240310,IOME2410378A,2024-03-10,2024-03-10,3,1
IOME2411920A__20220816__20220816,IOME2411920A,2022-08-16,2022-08-16,1,1
IOME2411920A__20230612__20230612,IOME2411920A,2023-06-12,2023-06-12,1,1
IOME2411920A__20240310__20240310,IOME2411920A,2024-03-10,2024-03-10,2,2
IOME2413412A__20230603__20230604,IOME2413412A,2023-06-03,2023-06-04,1,1
IOME2413412A__20230611__20230611,IOME2413412A,2023-06-11,2023-06-11,1,1
IOME2413412A__20230612__20230612,IOME2413412A,2023-06-12,2023-06-12,1,1
IOME2413412A__20230708__20230709,IOME2413412A,2023-07-08,2023-07-09,1,1
IOME2413412A__20231130__20231202,IOME2413412A,2023-11-30,2023-12-02,1,1
IOME2413412A__20231201__20231202,IOME2413412A,2023-12-01,2023-12-02,1,1
IOME2415152A__20240227__20240227,IOME2415152A,2024-02-27,2024-02-27,1,1
IOME2415152A__20240309__20240310,IOME2415152A,2024-03-09,2024-03-10,2,1
IOME2415152A__20240310__20240310,IOME2415152A,2024-03-10,2024-03-10,1,1
IOME2415152A__20240517__20240517,IOME2415152A,2024-05-17,2024-05-17,1,1
IOME2415152A__20240521__20240522,IOME2415152A,2024-05-21,2024-05-22,5,1
IOME2415152A__20240524__20240526,IOME2415152A,2024-05-24,2024-05-26,2,1
IOME2415880A__20240505__20240506,IOME2415880A,2024-05-05,2024-05-06,2,1
IOME2420215A__20231130__20231130,IOME2420215A,2023-11-30,2023-11-30,2,1
IOME2420215A__20240307__20240309,IOME2420215A,2024-03-07,2024-03-09,1,1
IOME2420215A__20240531__20240531,IOME2420215A,2024-05-31,2024-05-31,1,1
IOME2420215A__20240628__20240629,IOME2420215A,2024-06-28,2024-06-29,1,1
