event_id,year,start_date,end_date,duration_days,cluster_id,n_tiles,n_tiles_processed,event_path,n_communes,communes,n_candidates_tested,n_overlap_skipped
2017-03-20---2017-03-27_cluster_74,2017,2017-03-20,2017-03-27,7,74,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-03-20---2017-03-27_duration_7_days_cluster_074_A0_000001_A_000002_lat_05622_lon_04857_size_0014.tif,0,,0,0
2017-04-10---2017-04-17_cluster_85,2017,2017-04-10,2017-04-17,7,85,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-10---2017-04-17_duration_7_days_cluster_085_A0_000033_A_000048_lat_04127_lon_-0824_size_0075.tif,0,,0,0
2017-04-10---2017-04-17_cluster_86,2017,2017-04-10,2017-04-17,7,86,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-10---2017-04-17_duration_7_days_cluster_086_A0_000001_A_000001_lat_04067_lon_00896_size_0004.tif,0,,0,0
2017-04-10---2017-04-17_cluster_87,2017,2017-04-10,2017-04-17,7,87,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-10---2017-04-17_duration_7_days_cluster_087_A0_000001_A_000001_lat_04481_lon_02547_size_0016.tif,0,,0,0
2017-04-10---2017-04-17_cluster_88,2017,2017-04-10,2017-04-17,7,88,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-10---2017-04-17_duration_7_days_cluster_088_A0_000057_A_000108_lat_03743_lon_04542_size_0049.tif,0,,0,0
2017-04-10---2017-04-17_cluster_89,2017,2017-04-10,2017-04-17,7,89,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-10---2017-04-17_duration_7_days_cluster_089_A0_000039_A_000046_lat_05492_lon_04909_size_0201.tif,0,,0,0
2017-04-17---2017-04-24_cluster_90,2017,2017-04-17,2017-04-24,7,90,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-17---2017-04-24_duration_7_days_cluster_090_A0_000006_A_000007_lat_04306_lon_01216_size_0025.tif,0,,0,0
2017-04-17---2017-04-24_cluster_92,2017,2017-04-17,2017-04-24,7,92,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-17---2017-04-24_duration_7_days_cluster_092_A0_000001_A_000001_lat_05167_lon_03740_size_0007.tif,0,,0,0
2017-04-17---2017-04-24_cluster_93,2017,2017-04-17,2017-04-24,7,93,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-17---2017-04-24_duration_7_days_cluster_093_A0_000002_A_000002_lat_03487_lon_03678_size_0048.tif,0,,0,0
2017-04-17---2017-04-24_cluster_94,2017,2017-04-17,2017-04-24,7,94,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-17---2017-04-24_duration_7_days_cluster_094_A0_000001_A_000004_lat_04308_lon_04004_size_0051.tif,0,,0,0
2017-04-24---2017-05-01_cluster_95,2017,2017-04-24,2017-05-01,7,95,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-24---2017-05-01_duration_7_days_cluster_095_A0_000048_A_000062_lat_04147_lon_-0806_size_0079.tif,0,,0,0
2017-04-24---2017-05-01_cluster_96,2017,2017-04-24,2017-05-01,7,96,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-24---2017-05-01_duration_7_days_cluster_096_A0_000001_A_000001_lat_05170_lon_-0491_size_0004.tif,0,,0,171
2017-04-24---2017-05-01_cluster_97,2017,2017-04-24,2017-05-01,7,97,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-24---2017-05-01_duration_7_days_cluster_097_A0_000001_A_000001_lat_05411_lon_-0968_size_0024.tif,0,,0,0
2017-04-24---2017-05-01_cluster_99,2017,2017-04-24,2017-05-01,7,99,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-24---2017-05-01_duration_7_days_cluster_099_A0_000066_A_000076_lat_04589_lon_02875_size_0072.tif,0,,0,0
2017-04-24---2017-05-01_cluster_101,2017,2017-04-24,2017-05-01,7,101,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-24---2017-05-01_duration_7_days_cluster_101_A0_000001_A_000001_lat_03822_lon_04845_size_0013.tif,0,,0,0
2017-04-24---2017-05-15_cluster_98,2017,2017-04-24,2017-05-15,21,98,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-04-24---2017-05-15_duration_21_days_cluster_098_A0_000128_A_000144_lat_04437_lon_00721_size_0233.tif,0,,11787,8107
2017-05-01---2017-06-05_cluster_102,2017,2017-05-01,2017-06-05,35,102,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-01---2017-06-05_duration_35_days_cluster_102_A0_000327_A_000388_lat_03888_lon_-0819_size_0069.tif,0,,0,209
2017-05-01---2017-06-05_cluster_103,2017,2017-05-01,2017-06-05,28,103,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-01---2017-06-05_duration_28_days_cluster_103_A0_000281_A_000314_lat_04010_lon_00002_size_0094.tif,0,,815,3039
2017-05-08---2017-05-15_cluster_109,2017,2017-05-08,2017-05-15,7,109,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-08---2017-05-15_duration_7_days_cluster_109_A0_000001_A_000001_lat_04415_lon_01682_size_0002.tif,0,,0,0
2017-05-08---2017-05-15_cluster_110,2017,2017-05-08,2017-05-15,7,110,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-08---2017-05-15_duration_7_days_cluster_110_A0_000016_A_000022_lat_06288_lon_02536_size_0071.tif,0,,0,0
2017-05-22---2017-05-29_cluster_115,2017,2017-05-22,2017-05-29,7,115,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-22---2017-05-29_duration_7_days_cluster_115_A0_000008_A_000010_lat_04860_lon_-0387_size_0033.tif,1,Saint-Martin-des-Champs,752,264
2017-05-22---2017-05-29_cluster_116,2017,2017-05-22,2017-05-29,7,116,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-22---2017-05-29_duration_7_days_cluster_116_A0_000009_A_000011_lat_06483_lon_-2196_size_0006.tif,0,,0,0
2017-05-22---2017-05-29_cluster_117,2017,2017-05-22,2017-05-29,7,117,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-22---2017-05-29_duration_7_days_cluster_117_A0_000001_A_000001_lat_04560_lon_01278_size_0002.tif,0,,0,0
2017-05-22---2017-05-29_cluster_118,2017,2017-05-22,2017-05-29,7,118,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-22---2017-05-29_duration_7_days_cluster_118_A0_000001_A_000001_lat_04388_lon_02545_size_0026.tif,0,,0,0
2017-05-22---2017-05-29_cluster_119,2017,2017-05-22,2017-05-29,7,119,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-05-22---2017-05-29_duration_7_days_cluster_119_A0_000004_A_000005_lat_05189_lon_03013_size_0047.tif,0,,0,0
2017-06-05---2017-06-12_cluster_125,2017,2017-06-05,2017-06-12,7,125,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-05---2017-06-12_duration_7_days_cluster_125_A0_000051_A_000060_lat_03927_lon_-0033_size_0004.tif,0,,0,0
2017-06-05---2017-06-12_cluster_126,2017,2017-06-05,2017-06-12,7,126,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-05---2017-06-12_duration_7_days_cluster_126_A0_000001_A_000001_lat_04687_lon_-0205_size_0001.tif,0,,79,665
2017-06-05---2017-06-12_cluster_127,2017,2017-06-05,2017-06-12,7,127,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-05---2017-06-12_duration_7_days_cluster_127_A0_000007_A_000010_lat_06483_lon_-2195_size_0006.tif,0,,0,0
2017-06-05---2017-06-12_cluster_128,2017,2017-06-05,2017-06-12,7,128,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-05---2017-06-12_duration_7_days_cluster_128_A0_000013_A_000014_lat_04360_lon_00453_size_0013.tif,0,,3599,1154
2017-06-05---2017-06-12_cluster_129,2017,2017-06-05,2017-06-12,7,129,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-05---2017-06-12_duration_7_days_cluster_129_A0_000003_A_000004_lat_04653_lon_03047_size_0022.tif,0,,0,0
2017-06-12---2017-06-19_cluster_133,2017,2017-06-12,2017-06-19,7,133,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-12---2017-06-19_duration_7_days_cluster_133_A0_000064_A_000085_lat_03958_lon_-0877_size_0079.tif,0,,0,0
2017-06-12---2017-06-19_cluster_134,2017,2017-06-12,2017-06-19,7,134,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-12---2017-06-19_duration_7_days_cluster_134_A0_000001_A_000002_lat_04830_lon_00806_size_0001.tif,0,,2497,1614
2017-06-12---2017-06-19_cluster_135,2017,2017-06-12,2017-06-19,7,135,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-12---2017-06-19_duration_7_days_cluster_135_A0_000008_A_000009_lat_04746_lon_01867_size_0156.tif,0,,0,0
2017-06-12---2017-06-19_cluster_136,2017,2017-06-12,2017-06-19,7,136,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-12---2017-06-19_duration_7_days_cluster_136_A0_000001_A_000002_lat_06925_lon_02598_size_0039.tif,0,,0,0
2017-06-12---2017-08-28_cluster_361,2017,2017-06-12,2017-08-28,77,361,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-12---2017-08-28_duration_77_days_cluster_361_A0_000179_A_000282_lat_05951_lon_01136_size_0517.tif,0,,1235,9254
2017-06-19---2017-07-03_cluster_139,2017,2017-06-19,2017-07-03,14,139,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-19---2017-07-03_duration_14_days_cluster_139_A0_000050_A_000064_lat_05256_lon_-0376_size_0270.tif,0,,234,8858
2017-06-19---2017-07-03_cluster_140,2017,2017-06-19,2017-07-03,14,140,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-19---2017-07-03_duration_14_days_cluster_140_A0_000036_A_000055_lat_06551_lon_-1522_size_0036.tif,0,,0,0
2017-06-26---2017-07-03_cluster_142,2017,2017-06-26,2017-07-03,7,142,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-26---2017-07-03_duration_7_days_cluster_142_A0_000001_A_000001_lat_04325_lon_-0325_size_0029.tif,0,,815,813
2017-06-26---2017-07-03_cluster_143,2017,2017-06-26,2017-07-03,7,143,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-26---2017-07-03_duration_7_days_cluster_143_A0_000004_A_000005_lat_04751_lon_-0292_size_0039.tif,1,Le Croisic,752,264
2017-06-26---2017-07-03_cluster_146,2017,2017-06-26,2017-07-03,7,146,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-26---2017-07-03_duration_7_days_cluster_146_A0_000040_A_000047_lat_05937_lon_04015_size_0016.tif,0,,0,0
2017-06-26---2017-07-03_cluster_147,2017,2017-06-26,2017-07-03,7,147,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-26---2017-07-03_duration_7_days_cluster_147_A0_000001_A_000002_lat_03989_lon_04119_size_0017.tif,0,,0,0
2017-06-26---2017-07-10_cluster_144,2017,2017-06-26,2017-07-10,14,144,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-06-26---2017-07-10_duration_14_days_cluster_144_A0_000003_A_000004_lat_04486_lon_01189_size_0052.tif,0,,0,0
2017-07-03---2017-07-10_cluster_148,2017,2017-07-03,2017-07-10,7,148,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-03---2017-07-10_duration_7_days_cluster_148_A0_000004_A_000004_lat_03593_lon_-0588_size_0034.tif,0,,0,0
2017-07-03---2017-07-10_cluster_149,2017,2017-07-03,2017-07-10,7,149,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-03---2017-07-10_duration_7_days_cluster_149_A0_000001_A_000001_lat_05170_lon_-0488_size_0002.tif,0,,0,171
2017-07-03---2017-07-10_cluster_150,2017,2017-07-03,2017-07-10,7,150,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-03---2017-07-10_duration_7_days_cluster_150_A0_000004_A_000004_lat_05283_lon_01270_size_0014.tif,0,,0,0
2017-07-03---2017-07-10_cluster_151,2017,2017-07-03,2017-07-10,7,151,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-03---2017-07-10_duration_7_days_cluster_151_A0_000002_A_000003_lat_06944_lon_02487_size_0040.tif,0,,0,0
2017-07-03---2017-07-10_cluster_155,2017,2017-07-03,2017-07-10,7,155,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-03---2017-07-10_duration_7_days_cluster_155_A0_000002_A_000002_lat_05529_lon_04676_size_0039.tif,0,,0,0
2017-07-03---2017-07-10_cluster_156,2017,2017-07-03,2017-07-10,7,156,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-03---2017-07-10_duration_7_days_cluster_156_A0_000055_A_000072_lat_04689_lon_04763_size_0054.tif,0,,0,0
2017-07-10---2017-07-17_cluster_157,2017,2017-07-10,2017-07-17,7,157,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-10---2017-07-17_duration_7_days_cluster_157_A0_000019_A_000037_lat_03703_lon_-0779_size_0011.tif,0,,0,0
2017-07-10---2017-07-17_cluster_158,2017,2017-07-10,2017-07-17,7,158,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-10---2017-07-17_duration_7_days_cluster_158_A0_000001_A_000001_lat_04730_lon_-0237_size_0017.tif,0,,752,264
2017-07-10---2017-07-17_cluster_162,2017,2017-07-10,2017-07-17,7,162,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-10---2017-07-17_duration_7_days_cluster_162_A0_000001_A_000001_lat_05895_lon_02412_size_0039.tif,0,,0,0
2017-07-10---2017-07-31_cluster_160,2017,2017-07-10,2017-07-31,21,160,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-10---2017-07-31_duration_21_days_cluster_160_A0_000009_A_000010_lat_04510_lon_-0029_size_0061.tif,0,,8766,3205
2017-07-24---2017-07-31_cluster_174,2017,2017-07-24,2017-07-31,7,174,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-24---2017-07-31_duration_7_days_cluster_174_A0_000037_A_000065_lat_03916_lon_-0786_size_0199.tif,0,,0,209
2017-07-24---2017-07-31_cluster_175,2017,2017-07-24,2017-07-31,7,175,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-24---2017-07-31_duration_7_days_cluster_175_A0_000008_A_000009_lat_04868_lon_-0381_size_0023.tif,0,,752,264
2017-07-24---2017-07-31_cluster_176,2017,2017-07-24,2017-07-31,7,176,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-24---2017-07-31_duration_7_days_cluster_176_A0_000010_A_000012_lat_05081_lon_-0117_size_0011.tif,0,,0,244
2017-07-24---2017-07-31_cluster_177,2017,2017-07-24,2017-07-31,7,177,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-24---2017-07-31_duration_7_days_cluster_177_A0_000003_A_000005_lat_05348_lon_00001_size_0008.tif,0,,0,0
2017-07-24---2017-07-31_cluster_178,2017,2017-07-24,2017-07-31,7,178,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-24---2017-07-31_duration_7_days_cluster_178_A0_000002_A_000003_lat_04509_lon_02304_size_0004.tif,0,,0,0
2017-07-24---2017-07-31_cluster_179,2017,2017-07-24,2017-07-31,7,179,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-24---2017-07-31_duration_7_days_cluster_179_A0_000002_A_000003_lat_06528_lon_03508_size_0047.tif,0,,0,0
2017-07-24---2017-07-31_cluster_180,2017,2017-07-24,2017-07-31,7,180,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-07-24---2017-07-31_duration_7_days_cluster_180_A0_000002_A_000003_lat_04697_lon_03495_size_0039.tif,0,,0,0
2017-08-14---2017-08-21_cluster_195,2017,2017-08-14,2017-08-21,7,195,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-14---2017-08-21_duration_7_days_cluster_195_A0_000033_A_000038_lat_05293_lon_-0391_size_0204.tif,0,,0,244
2017-08-14---2017-08-21_cluster_196,2017,2017-08-14,2017-08-21,7,196,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-14---2017-08-21_duration_7_days_cluster_196_A0_000003_A_000003_lat_05779_lon_-0400_size_0010.tif,0,,0,0
2017-08-14---2017-08-21_cluster_198,2017,2017-08-14,2017-08-21,7,198,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-14---2017-08-21_duration_7_days_cluster_198_A0_000001_A_000001_lat_06498_lon_02517_size_0013.tif,0,,0,0
2017-08-21---2017-08-28_cluster_200,2017,2017-08-21,2017-08-28,7,200,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-21---2017-08-28_duration_7_days_cluster_200_A0_000024_A_000041_lat_04072_lon_-0866_size_0004.tif,0,,0,0
2017-08-21---2017-08-28_cluster_201,2017,2017-08-21,2017-08-28,7,201,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-21---2017-08-28_duration_7_days_cluster_201_A0_000002_A_000003_lat_04988_lon_-0485_size_0203.tif,0,,752,265
2017-08-21---2017-08-28_cluster_202,2017,2017-08-21,2017-08-28,7,202,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-21---2017-08-28_duration_7_days_cluster_202_A0_000004_A_000005_lat_05478_lon_-0771_size_0034.tif,0,,0,0
2017-08-21---2017-08-28_cluster_204,2017,2017-08-21,2017-08-28,7,204,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-21---2017-08-28_duration_7_days_cluster_204_A0_000001_A_000001_lat_05981_lon_01724_size_0036.tif,0,,0,0
2017-08-21---2017-08-28_cluster_206,2017,2017-08-21,2017-08-28,7,206,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-21---2017-08-28_duration_7_days_cluster_206_A0_000002_A_000002_lat_06632_lon_04192_size_0015.tif,0,,0,0
2017-08-21---2017-08-28_cluster_207,2017,2017-08-21,2017-08-28,7,207,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-21---2017-08-28_duration_7_days_cluster_207_A0_000017_A_000019_lat_04534_lon_03824_size_0025.tif,0,,0,0
2017-08-21---2017-08-28_cluster_208,2017,2017-08-21,2017-08-28,7,208,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-21---2017-08-28_duration_7_days_cluster_208_A0_000001_A_000002_lat_04029_lon_04439_size_0028.tif,0,,0,0
2017-08-28---2017-09-04_cluster_209,2017,2017-08-28,2017-09-04,7,209,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-28---2017-09-04_duration_7_days_cluster_209_A0_000001_A_000001_lat_04469_lon_-0071_size_0006.tif,0,,4100,1715
2017-08-28---2017-09-04_cluster_210,2017,2017-08-28,2017-09-04,7,210,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-28---2017-09-04_duration_7_days_cluster_210_A0_000010_A_000012_lat_05080_lon_-0110_size_0009.tif,0,,0,244
2017-08-28---2017-09-04_cluster_211,2017,2017-08-28,2017-09-04,7,211,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-28---2017-09-04_duration_7_days_cluster_211_A0_000002_A_000002_lat_05159_lon_01656_size_0061.tif,0,,0,0
2017-08-28---2017-09-04_cluster_212,2017,2017-08-28,2017-09-04,7,212,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-28---2017-09-04_duration_7_days_cluster_212_A0_000001_A_000002_lat_06452_lon_03044_size_0026.tif,0,,0,0
2017-08-28---2017-09-04_cluster_213,2017,2017-08-28,2017-09-04,7,213,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-08-28---2017-09-04_duration_7_days_cluster_213_A0_000021_A_000023_lat_04706_lon_03442_size_0024.tif,0,,0,0
2017-09-04---2017-09-11_cluster_215,2017,2017-09-04,2017-09-11,7,215,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-04---2017-09-11_duration_7_days_cluster_215_A0_000003_A_000005_lat_04761_lon_-0288_size_0023.tif,0,,752,264
2017-09-04---2017-09-11_cluster_217,2017,2017-09-04,2017-09-11,7,217,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-04---2017-09-11_duration_7_days_cluster_217_A0_000002_A_000002_lat_05288_lon_01479_size_0049.tif,0,,0,0
2017-09-04---2017-09-11_cluster_219,2017,2017-09-04,2017-09-11,7,219,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-04---2017-09-11_duration_7_days_cluster_219_A0_000002_A_000003_lat_03933_lon_03124_size_0023.tif,0,,0,0
2017-09-04---2017-09-11_cluster_221,2017,2017-09-04,2017-09-11,7,221,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-04---2017-09-11_duration_7_days_cluster_221_A0_000030_A_000064_lat_05099_lon_04869_size_0083.tif,0,,0,0
2017-09-11---2017-09-18_cluster_222,2017,2017-09-11,2017-09-18,7,222,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-11---2017-09-18_duration_7_days_cluster_222_A0_000028_A_000032_lat_05293_lon_-0391_size_0204.tif,0,,0,244
2017-09-11---2017-09-18_cluster_223,2017,2017-09-11,2017-09-18,7,223,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-11---2017-09-18_duration_7_days_cluster_223_A0_000004_A_000009_lat_06558_lon_-1417_size_0005.tif,0,,0,0
2017-09-11---2017-09-18_cluster_224,2017,2017-09-11,2017-09-18,7,224,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-11---2017-09-18_duration_7_days_cluster_224_A0_000003_A_000003_lat_04378_lon_00452_size_0034.tif,0,,3599,1154
2017-09-11---2017-09-18_cluster_225,2017,2017-09-11,2017-09-18,7,225,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-11---2017-09-18_duration_7_days_cluster_225_A0_000002_A_000003_lat_05177_lon_00486_size_0003.tif,0,,0,0
2017-09-11---2017-09-18_cluster_227,2017,2017-09-11,2017-09-18,7,227,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2017_filtered\WD_MERGE_2017-09-11---2017-09-18_duration_7_days_cluster_227_A0_000002_A_000002_lat_04027_lon_01808_size_0026.tif,0,,0,0
