event_id,year,start_date,end_date,duration_days,cluster_id,n_tiles,n_tiles_processed,event_path,n_communes,communes,n_candidates_tested,n_overlap_skipped
2023-07-03---2023-07-10_cluster_159,2023,2023-07-03,2023-07-10,7,159,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-03---2023-07-10_duration_7_days_cluster_159_A0_000006_A_000009_lat_05145_lon_00415_size_0013.tif,0,,234,597
2023-07-03---2023-07-10_cluster_161,2023,2023-07-03,2023-07-10,7,161,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-03---2023-07-10_duration_7_days_cluster_161_A0_000011_A_000013_lat_05072_lon_03029_size_0004.tif,0,,0,0
2023-07-03---2023-07-10_cluster_162,2023,2023-07-03,2023-07-10,7,162,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-03---2023-07-10_duration_7_days_cluster_162_A0_000001_A_000002_lat_05317_lon_03446_size_0071.tif,0,,0,0
2023-07-03---2023-07-10_cluster_165,2023,2023-07-03,2023-07-10,7,165,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-03---2023-07-10_duration_7_days_cluster_165_A0_000001_A_000001_lat_03879_lon_04759_size_0019.tif,0,,0,0
2023-07-17---2023-07-24_cluster_172,2023,2023-07-17,2023-07-24,7,172,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-17---2023-07-24_duration_7_days_cluster_172_A0_000001_A_000001_lat_04184_lon_-0303_size_0021.tif,0,,815,813
2023-07-17---2023-07-24_cluster_173,2023,2023-07-17,2023-07-24,7,173,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-17---2023-07-24_duration_7_days_cluster_173_A0_000002_A_000002_lat_05472_lon_-0781_size_0024.tif,0,,0,0
2023-07-17---2023-07-24_cluster_174,2023,2023-07-17,2023-07-24,7,174,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-17---2023-07-24_duration_7_days_cluster_174_A0_000003_A_000005_lat_05104_lon_00625_size_0033.tif,0,,1235,1098
2023-07-17---2023-07-24_cluster_175,2023,2023-07-17,2023-07-24,7,175,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-17---2023-07-24_duration_7_days_cluster_175_A0_000002_A_000002_lat_04477_lon_01212_size_0018.tif,0,,0,0
2023-07-17---2023-07-24_cluster_177,2023,2023-07-17,2023-07-24,7,177,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-17---2023-07-24_duration_7_days_cluster_177_A0_000020_A_000034_lat_03766_lon_04553_size_0045.tif,0,,0,0
2023-07-24---2023-07-31_cluster_178,2023,2023-07-24,2023-07-31,7,178,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-24---2023-07-31_duration_7_days_cluster_178_A0_000018_A_000021_lat_05323_lon_-0433_size_0159.tif,0,,0,244
2023-07-24---2023-07-31_cluster_179,2023,2023-07-24,2023-07-31,7,179,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-24---2023-07-31_duration_7_days_cluster_179_A0_000003_A_000004_lat_05914_lon_-0281_size_0021.tif,0,,0,0
2023-07-24---2023-07-31_cluster_182,2023,2023-07-24,2023-07-31,7,182,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-24---2023-07-31_duration_7_days_cluster_182_A0_000009_A_000015_lat_03832_lon_03528_size_0006.tif,0,,0,0
2023-07-24---2023-07-31_cluster_183,2023,2023-07-24,2023-07-31,7,183,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-24---2023-07-31_duration_7_days_cluster_183_A0_000035_A_000100_lat_03442_lon_03744_size_0014.tif,0,,0,0
2023-07-24---2023-07-31_cluster_185,2023,2023-07-24,2023-07-31,7,185,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-24---2023-07-31_duration_7_days_cluster_185_A0_000002_A_000003_lat_04131_lon_04442_size_0047.tif,0,,0,0
2023-07-24---2023-07-31_cluster_186,2023,2023-07-24,2023-07-31,7,186,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-24---2023-07-31_duration_7_days_cluster_186_A0_000001_A_000001_lat_03879_lon_04756_size_0018.tif,0,,0,0
2023-07-31---2023-08-07_cluster_187,2023,2023-07-31,2023-08-07,7,187,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_187_A0_000023_A_000039_lat_04092_lon_-0798_size_0063.tif,0,,815,813
2023-07-31---2023-08-07_cluster_188,2023,2023-07-31,2023-08-07,7,188,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_188_A0_000001_A_000001_lat_06529_lon_-2246_size_0005.tif,0,,0,0
2023-07-31---2023-08-07_cluster_190,2023,2023-07-31,2023-08-07,7,190,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_190_A0_000001_A_000001_lat_05346_lon_-0011_size_0023.tif,0,,0,0
2023-07-31---2023-08-07_cluster_191,2023,2023-07-31,2023-08-07,7,191,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_191_A0_000001_A_000001_lat_03711_lon_00950_size_0015.tif,0,,0,0
2023-07-31---2023-08-07_cluster_192,2023,2023-07-31,2023-08-07,7,192,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_192_A0_000001_A_000001_lat_04477_lon_01217_size_0006.tif,0,,0,0
2023-07-31---2023-08-07_cluster_194,2023,2023-07-31,2023-08-07,7,194,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_194_A0_000001_A_000001_lat_05875_lon_02482_size_0098.tif,0,,0,0
2023-07-31---2023-08-07_cluster_195,2023,2023-07-31,2023-08-07,7,195,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_195_A0_000001_A_000002_lat_04019_lon_03465_size_0126.tif,0,,0,0
2023-07-31---2023-08-07_cluster_196,2023,2023-07-31,2023-08-07,7,196,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_196_A0_000007_A_000010_lat_04205_lon_04283_size_0154.tif,0,,0,0
2023-07-31---2023-08-07_cluster_197,2023,2023-07-31,2023-08-07,7,197,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-07-31---2023-08-07_duration_7_days_cluster_197_A0_000015_A_000028_lat_04563_lon_04704_size_0091.tif,0,,0,0
2023-08-07---2023-08-14_cluster_198,2023,2023-08-07,2023-08-14,7,198,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-07---2023-08-14_duration_7_days_cluster_198_A0_000012_A_000013_lat_05080_lon_-0113_size_0011.tif,0,,0,244
2023-08-07---2023-08-14_cluster_199,2023,2023-08-07,2023-08-14,7,199,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-07---2023-08-14_duration_7_days_cluster_199_A0_000001_A_000001_lat_04134_lon_01574_size_0022.tif,0,,0,0
2023-08-07---2023-08-14_cluster_200,2023,2023-08-07,2023-08-14,7,200,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-07---2023-08-14_duration_7_days_cluster_200_A0_000048_A_000075_lat_04555_lon_01675_size_0022.tif,0,,0,0
2023-08-07---2023-08-14_cluster_201,2023,2023-08-07,2023-08-14,7,201,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-07---2023-08-14_duration_7_days_cluster_201_A0_000002_A_000003_lat_04329_lon_02324_size_0011.tif,0,,0,0
2023-08-07---2023-08-14_cluster_202,2023,2023-08-07,2023-08-14,7,202,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-07---2023-08-14_duration_7_days_cluster_202_A0_000001_A_000002_lat_06507_lon_02573_size_0043.tif,0,,0,0
2023-08-07---2023-08-14_cluster_203,2023,2023-08-07,2023-08-14,7,203,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-07---2023-08-14_duration_7_days_cluster_203_A0_000013_A_000015_lat_05069_lon_03020_size_0012.tif,0,,0,0
2023-08-07---2023-08-14_cluster_208,2023,2023-08-07,2023-08-14,7,208,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-07---2023-08-14_duration_7_days_cluster_208_A0_000002_A_000003_lat_04973_lon_03948_size_0054.tif,0,,0,0
2023-08-14---2023-08-21_cluster_210,2023,2023-08-14,2023-08-21,7,210,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_210_A0_000003_A_000005_lat_04079_lon_-0865_size_0001.tif,0,,0,0
2023-08-14---2023-08-21_cluster_211,2023,2023-08-14,2023-08-21,7,211,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_211_A0_000001_A_000001_lat_04179_lon_-0298_size_0028.tif,0,,815,813
2023-08-14---2023-08-21_cluster_212,2023,2023-08-14,2023-08-21,7,212,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_212_A0_000004_A_000004_lat_04877_lon_-0365_size_0007.tif,0,,752,264
2023-08-14---2023-08-21_cluster_213,2023,2023-08-14,2023-08-21,7,213,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_213_A0_000001_A_000001_lat_03711_lon_00950_size_0015.tif,0,,0,0
2023-08-14---2023-08-21_cluster_214,2023,2023-08-14,2023-08-21,7,214,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_214_A0_000001_A_000002_lat_05178_lon_01159_size_0022.tif,0,,0,0
2023-08-14---2023-08-21_cluster_215,2023,2023-08-14,2023-08-21,7,215,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_215_A0_000355_A_000502_lat_04755_lon_02100_size_0014.tif,0,,0,0
2023-08-14---2023-08-21_cluster_217,2023,2023-08-14,2023-08-21,7,217,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_217_A0_000002_A_000002_lat_04486_lon_02775_size_0013.tif,0,,0,0
2023-08-14---2023-08-21_cluster_218,2023,2023-08-14,2023-08-21,7,218,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-14---2023-08-21_duration_7_days_cluster_218_A0_000006_A_000008_lat_03700_lon_04198_size_0040.tif,0,,0,0
2023-08-21---2023-08-28_cluster_220,2023,2023-08-21,2023-08-28,7,220,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-21---2023-08-28_duration_7_days_cluster_220_A0_000014_A_000019_lat_05116_lon_00141_size_0196.tif,0,,234,3817
2023-08-28---2023-09-04_cluster_225,2023,2023-08-28,2023-09-04,7,225,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_225_A0_000012_A_000015_lat_04821_lon_-0302_size_0082.tif,3,Billiers; Préfailles; Saint-Molf,752,265
2023-08-28---2023-09-04_cluster_226,2023,2023-08-28,2023-09-04,7,226,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_226_A0_000006_A_000008_lat_05472_lon_-0849_size_0030.tif,0,,0,0
2023-08-28---2023-09-04_cluster_227,2023,2023-08-28,2023-09-04,7,227,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_227_A0_000002_A_000003_lat_06538_lon_-2243_size_0020.tif,0,,0,0
2023-08-28---2023-09-04_cluster_228,2023,2023-08-28,2023-09-04,7,228,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_228_A0_000003_A_000004_lat_04885_lon_01235_size_0040.tif,0,,0,0
2023-08-28---2023-09-04_cluster_230,2023,2023-08-28,2023-09-04,7,230,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_230_A0_000343_A_000444_lat_04755_lon_02108_size_0011.tif,0,,0,0
2023-08-28---2023-09-04_cluster_231,2023,2023-08-28,2023-09-04,7,231,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_231_A0_000003_A_000004_lat_04304_lon_02331_size_0041.tif,0,,0,0
2023-08-28---2023-09-04_cluster_232,2023,2023-08-28,2023-09-04,7,232,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_232_A0_000001_A_000001_lat_04485_lon_02763_size_0022.tif,0,,0,0
2023-08-28---2023-09-04_cluster_233,2023,2023-08-28,2023-09-04,7,233,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_233_A0_000002_A_000002_lat_05458_lon_02771_size_0039.tif,0,,0,0
2023-08-28---2023-09-04_cluster_235,2023,2023-08-28,2023-09-04,7,235,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_235_A0_000034_A_000098_lat_03442_lon_03744_size_0014.tif,0,,0,0
2023-08-28---2023-09-04_cluster_237,2023,2023-08-28,2023-09-04,7,237,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-08-28---2023-09-04_duration_7_days_cluster_237_A0_000003_A_000006_lat_04385_lon_04756_size_0009.tif,0,,0,0
2023-09-04---2023-09-11_cluster_239,2023,2023-09-04,2023-09-11,7,239,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-04---2023-09-11_duration_7_days_cluster_239_A0_000005_A_000006_lat_05081_lon_-0110_size_0007.tif,0,,0,244
2023-09-04---2023-09-11_cluster_240,2023,2023-09-04,2023-09-11,7,240,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-04---2023-09-11_duration_7_days_cluster_240_A0_000001_A_000001_lat_04678_lon_00320_size_0033.tif,0,,5859,3089
2023-09-04---2023-09-11_cluster_241,2023,2023-09-04,2023-09-11,7,241,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-04---2023-09-11_duration_7_days_cluster_241_A0_000001_A_000002_lat_05624_lon_-0274_size_0023.tif,0,,0,0
2023-09-11---2023-09-18_cluster_243,2023,2023-09-11,2023-09-18,7,243,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-11---2023-09-18_duration_7_days_cluster_243_A0_000001_A_000001_lat_04864_lon_-0402_size_0038.tif,0,,752,264
2023-09-11---2023-09-18_cluster_247,2023,2023-09-11,2023-09-18,7,247,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-11---2023-09-18_duration_7_days_cluster_247_A0_000003_A_000004_lat_04486_lon_02755_size_0029.tif,0,,0,0
2023-09-11---2023-09-18_cluster_248,2023,2023-09-11,2023-09-18,7,248,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-11---2023-09-18_duration_7_days_cluster_248_A0_000010_A_000011_lat_05439_lon_02874_size_0026.tif,0,,0,0
2023-09-11---2023-09-18_cluster_249,2023,2023-09-11,2023-09-18,7,249,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-11---2023-09-18_duration_7_days_cluster_249_A0_000035_A_000100_lat_03442_lon_03744_size_0014.tif,0,,0,0
2023-09-25---2023-10-02_cluster_257,2023,2023-09-25,2023-10-02,7,257,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_257_A0_000028_A_000040_lat_03933_lon_-0346_size_0025.tif,0,,0,0
2023-09-25---2023-10-02_cluster_258,2023,2023-09-25,2023-10-02,7,258,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_258_A0_000003_A_000003_lat_04203_lon_-0111_size_0037.tif,0,,815,813
2023-09-25---2023-10-02_cluster_259,2023,2023-09-25,2023-10-02,7,259,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_259_A0_000002_A_000003_lat_05459_lon_-0853_size_0059.tif,0,,0,0
2023-09-25---2023-10-02_cluster_260,2023,2023-09-25,2023-10-02,7,260,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_260_A0_000004_A_000004_lat_05101_lon_-0199_size_0071.tif,0,,0,244
2023-09-25---2023-10-02_cluster_261,2023,2023-09-25,2023-10-02,7,261,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_261_A0_000015_A_000028_lat_05351_lon_00002_size_0013.tif,0,,0,0
2023-09-25---2023-10-02_cluster_262,2023,2023-09-25,2023-10-02,7,262,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_262_A0_000001_A_000001_lat_04842_lon_01674_size_0087.tif,0,,0,0
2023-09-25---2023-10-02_cluster_263,2023,2023-09-25,2023-10-02,7,263,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_263_A0_000004_A_000005_lat_04755_lon_02989_size_0190.tif,0,,0,0
2023-09-25---2023-10-02_cluster_264,2023,2023-09-25,2023-10-02,7,264,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_264_A0_000002_A_000003_lat_05454_lon_02731_size_0034.tif,0,,0,0
2023-09-25---2023-10-02_cluster_265,2023,2023-09-25,2023-10-02,7,265,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_265_A0_000014_A_000017_lat_03872_lon_03170_size_0026.tif,0,,0,0
2023-09-25---2023-10-02_cluster_266,2023,2023-09-25,2023-10-02,7,266,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-09-25---2023-10-02_duration_7_days_cluster_266_A0_000024_A_000029_lat_04534_lon_03622_size_0063.tif,0,,0,0
2023-10-02---2023-11-27_cluster_343,2023,2023-10-02,2023-11-27,56,343,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-10-02---2023-11-27_duration_56_days_cluster_343_A0_001031_A_001249_lat_05091_lon_-0185_size_0363.tif,50,Appeville; Arques; Auvers; Besné; Beuvrequen; Beuzeville-la-Bastille; Bouée; Brives-sur-Charente; Bussac-sur-Charente; Carentan-les-Marais; Champdolent; Châteauneuf-sur-Charente; Chérigné; Courcoury; Donges; Fontcouverte; Geay; Gimeux; Grues; Guenrouet; Houlle; Houtkerque; L'Aiguillon-la-Presqu'île; La Chapelle; La Ronde; Le Mung; Les Gonds; Les Peintures; Lesparre-Médoc; Liesville-sur-Douve; Machecoul-Saint-Même; Merpins; Nielles-lès-Calais; Port-Saint-Père; Romegoux; Rouffiac; Saint-Denis-du-Payré; Saint-Estèphe; Saint-Jean-de-Liversay; Saint-Omer; Saint-Sever-de-Saintonge; Saint-Sulpice-et-Cameyrac; Saint-Tricat; Saint-Vaize; Salignac-sur-Charente; Tribehou; Varenguebec; Wimille; Écouflant; Épannes,21983,7688
2023-10-09---2023-10-16_cluster_274,2023,2023-10-09,2023-10-16,7,274,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-10-09---2023-10-16_duration_7_days_cluster_274_A0_000001_A_000001_lat_05171_lon_-0489_size_0002.tif,0,,0,171
2023-10-09---2023-10-16_cluster_275,2023,2023-10-09,2023-10-16,7,275,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-10-09---2023-10-16_duration_7_days_cluster_275_A0_000006_A_000006_lat_06573_lon_-1554_size_0014.tif,0,,0,0
2023-10-09---2023-10-16_cluster_277,2023,2023-10-09,2023-10-16,7,277,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-10-09---2023-10-16_duration_7_days_cluster_277_A0_000005_A_000007_lat_07034_lon_02555_size_0037.tif,0,,0,0
2023-10-09---2023-10-16_cluster_280,2023,2023-10-09,2023-10-16,7,280,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-10-09---2023-10-16_duration_7_days_cluster_280_A0_000001_A_000001_lat_05657_lon_03549_size_0053.tif,0,,0,0
2023-10-09---2023-10-16_cluster_281,2023,2023-10-09,2023-10-16,7,281,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-10-09---2023-10-16_duration_7_days_cluster_281_A0_000020_A_000025_lat_06736_lon_03644_size_0029.tif,0,,0,0
2023-10-09---2023-10-30_cluster_344,2023,2023-10-09,2023-10-30,21,344,1,1,D:\M2_MoSEF\Acclim\DataCollection\data\JRC_flood_depth_maps\2023_filtered\WD_MERGE_2023-10-09---2023-10-30_duration_21_days_cluster_344_A0_000268_A_000396_lat_06000_lon_01102_size_0330.tif,0,,0,4206
